Konu,Soru,Iyi_Cevap,Kotu_Cevap
Yapay Zeka,"Yapay Zeka etiğinde ""Önyargı Azaltma"" neden kritik öneme sahiptir?","Eğitim verilerindeki tarihsel veya sosyal önyargılar, AI kararlarında ayrımcılığa yol açabilir (örn. işe alımda cinsiyet eşitsizliği, kredi skorlamada ırksal adaletsizlik). Bu risk, çeşitlilik içeren veri kümeleri, adil algoritmik tasarım ve sürekli insan denetimiyle minimize edilmeye çalışılır.",Sistem performansını artırmak için gereklidir; daha az hata yapmasını sağlar.
Yapay Zeka,Güçlendirmeli Öğrenme (Reinforcement Learning - RL) nasıl işler?,"Bir ajan, çevreyle etkileşim kurarak ""ödül"" maksimizasyonu için davranış stratejileri (politikalar) öğrenir. Deneme-yanılma yoluyla optimal eylemleri keşfeder (örnek: satranç oynayan AlphaZero). Açık döngü kontrol sistemlerinden farklı olarak dinamik geri bildirime dayanır.",Önceden programlanmış kurallara göre hareket eder; ödül mekanizması yoktur.
Yapay Zeka,"Siri, Alexa gibi dijital asistanların arkasındaki teknoloji nedir?","Konuşmayı metne dönüştüren ASR (Otomatik Konuşma Tanıma) ve doğal dil işleme (NLP) tekniklerini kullanırlar. NLP modülleri, kullanıcının niyetini anlayıp uygun yanıt üretir. Ayrıca bulut tabanlı sunucularda çalışan büyük dil modelleri sıklıkla entegre edilir.",Yapay sinir ağlarından ziyade kural tabanlı sistemlerle çalışır; komutlara sabit cevaplar verir.
Yapay Zeka,Deepfake teknolojisi hangi AI dalına girer?,"Üretken Çekişmeli Ağlar (Generative Adversarial Networks - GAN'lar) kullanılarak geliştirilmiştir. GAN'lar, gerçekçi sahte görüntü/video üreten bir jeneratör ve bunun sahtesini tespit etmeye çalışan bir ayırıcıyı eğiten iki nöral ağdan oluşur.",Bilgisayarlı görüdeki filtreleme tekniklerine dayanır; fotoğraf düzenlemenin gelişmiş halidir.
Yapay Zeka,"Yapay Zeka'nın ""dar (weak)"" ve ""genel (strong)"" zekası arasındaki fark nedir?","Dar AI, belirli bir görevi (satranç oynama, yüz tanıma) insandan üstün performansla çözebilen ancak genelleme yapamayan sistemlerdir. Genel AI ise insan benzeri esnekliğe sahip olup herhangi bir entelektüel görevi öğrenebilen varsayımsal bir seviyedir (henüz mevcut değildir).","Genel AI, insan beyninin tüm bilişsel süreçlerini simüle eder; dar AI ise yalnızca sınırlı fonksiyonları taklit eder."
Yapay Zeka,Tekillik (Singularity) hipotezi ne öngörür?,"İnsanüstü zekaya ulaşan bir süper zekanın kendi kendini geliştirmesi sonucu, insanlığın anlayamayacağı hızda bir teknolojik patlama yaşanacağını ve toplumsal dönüşüm olacağını savunur. Kontrolsüz gelişimin varoluşsal risklere yol açabileceğine dair tartışmaları da beraberinde getirir.",Tüm dünyadaki internet trafiğinin %100'ünü yönetebilecek bir merkezi sistem yaratılacağını öngörür.
Tarih,Fatih Sultan Mehmet tarafından 29 Mayıs 1453 tarihinde fethedilen ve Bizans İmparatorluğu'nun son kalesi olan şehir hangisidir?,"İstanbul'dur. Konstantinopolis olarak anılan şehir, Fatih Sultan Mehmet'in komutasındaki Osmanlı ordusu tarafından kuşatıldı ve surlardaki mayınlarla desteklenen yoğun saldırılar sonucu düşürüldü. Fetih, Orta Çağ'ın sonunu ve Yeni Çağ'ın başlangıcını simgeleyen dönüm noktalarından biridir.","İstanbul değil, Atina'dır. Fatih orayı fethetmişti zaten."
Tarih,"Antik Yunan'da, kendine özgü yasaları, demokratik ilkeleri (sınırlı da olsa) ve felsefi tartışmalarıyla ünlü şehir devleti hangisidir?","Atina'dır. MÖ 5. yüzyılda Perikles döneminde altın çağını yaşayarak mimari harikalar (Parthenon), tiyatro, tarih yazımı ve doğrudan demokrasi deneyimiyle öne çıkmıştır.","Sparta'dır. Orada herkes güçlüydü zaten, demokrasi ne alaka?"
Tarih,MÖ 753 yılında efsanevi Romulus ve Remus kardeşler tarafından kurulduğu söylenen antik kent hangisidir?,"Roma'dır. Tiber Nehri kıyısında konumlanan şehir, cumhuriyet ve imparatorluk dönemlerinde Batı medeniyetinin temelini atan yasal sistem, mühendislik ve yönetim modelleri geliştirmiştir.",Atina'dır. Romulus kimdi? O Yunan mitolojisindendir herhalde.
Tarih,MS 476 yılında son Batı Roma İmparatoru'nun tahttan indirilmesiyle sembolik olarak sona eren çağ hangisidir?,"Klasik Antik Çağ veya Antikite'dir. Bu olay, Avrupa'da yaklaşık 1000 yıl sürecek Orta Çağ'ın başlangıç kabul edilir.","Roma Cumhuriyeti o zaman bitmişti zaten, yeni bir şey yoktu."
Tarih,"Piramitlerin inşasında görev alan işçi topluluğunun yaşadığı, arkeolojik sit alanı olarak korunan Harappa Uygarlığı şehri hangisidir?","Mohenjo-Daro'dur. MÖ 2600 civarında Indus Vadisi'nde gelişen bu şehir, kanalizasyon sistemi, standart tuğlalar ve karmaşık planlamasıyla dikkat çeker; Mısır piramitlerinden önceye tarihlenir.","Giza Platosu'ndaki işçiler kendi köylerinde yaşamıştı zaten, oralarda böyle kalıntılar yoktur."
Tarih,"Fransız Devrimi sırasında giyotine gönderilerek idam edilen, Fransa'nın mutlak monarşisinin son kralı kimdir?",XVI. Louis (Louis XVI)'dir. Eşi Marie Antoinette ile birlikte 1793'te halk ayaklanması ve devrim mahkemeleri sonucunda idam edildi.,"XIV. Louis (Louis XIV) idi. O ölümsüz kraldı, devrimden sonra ölmüştü zaten."
Tarih,I. Dünya Savaşı sonunda imzalanan ve Almanya'yı ağır koşullar altında bırakan antlaşma hangisidir?,"Versailles Antlaşması'dır (1919). Versay Sarayı'nda düzenlenen konferansta kabul edilmiş, Almanya'dan toprak kaybına, silahsızlanmaya ve savaş tazminatı ödemeye zorlayan maddeler içeriyordu.",Brest-Litovsk Antlaşmasıydı o. O da zaten savaştan çıkınca imzalandı.
Tarih,"Ayasofya, hangi iki farklı din için önemli bir ibadet mekanı olarak hizmet vermiştir?","Hristiyanlık ve İslam dini içindir. İlk olarak MS 537'de Bizans İmparatoru I. Justinianus tarafından Hristiyan patrikhanesi olarak yaptırılmış, 1453'ten sonra cami olmuştur.","Sadece Hristiyanlık için kiliseydi, Müslümanlar girmezdi zaten. Sonradan cami oldu belki ama asıl amacı o değildi."
Tarih,"Türkiye Cumhuriyeti'nin kurucusu ve ilk cumhurbaşkanı Mustafa Kemal Atatürk, hangi unvanla anılır?","Ulu Önder Gazi Mustafa Kemal Atatürk olarak anılır. Kurtuluş Savaşı'nı yönetmiş, modern Türkiye'nin temellerini atmış ve laik-demokratik devlet yapılanmasını gerçekleştirmiştir.",Sadrazam'dı aslında. Saltanat ve Hilafeti kaldırdıktan sonra başbakandı sanırım.
Tarih,II. Dünya Savaşı'nın Pasifik Cephesi'nde ABD'nin Japonya'ya attığı atom bombalarının isimleri nelerdir?,"Hiroşima'ya 6 Ağustos 1945'te ""Little Boy"", Nagazaki'ye 9 Ağustos 1945'te ""Fat Man"" kod adlı bombalar atılmıştır. Bu olaylar savaşı bitirmiş ancak kitlesel yıkım ve radyasyon etkileri nedeniyle etik tartışmalara yol açmıştır.","Bir tanesi vardı sanırım, Manhattan Projesi diye bir şeydi. Diğeri Rusya'ya atılıyordu galiba."
Yapay Zeka,İlk ticari başarılı yapay zeka uygulaması hangisidir?,"IBM tarafından geliştirilen ve 1997'de dünya satranç şampiyonu Garry Kasparov'u yenen ""Deep Blue"" bilgisayar sistemidir. Özel olarak satranç oynamak üzere tasarlanmış uzman sistemdir.",ChatGPT'dir. Yeni olduğu için herkes biliyor.
Yapay Zeka,"""Dar AI"" (Zayıf AI) nedir? Örnek veriniz.","Belirli bir görevi insan seviyesinde veya üzerinde gerçekleştirmek üzere eğitilmiş, ancak genel insan benzeri zekaya sahip olmayan yapay zekadır. Örneğin, el yazısını okuyan posta sıralama sistemi veya sesli komutla çalışan akıllı asistanlardır.",Tüm yapay zekaların kapsadığı üst kategori. Robotlar buna girer.
Yapay Zeka,Makine öğrenmesi (ML) ile derin öğrenme (DL) arasındaki temel fark nedir?,"ML, veriden desen çıkaran algoritmalar bütünüdür; DL ise insan beynindeki nöron ağlarını taklit eden yapay sinir ağlarıyla karmaşık verileri (görüntü, ses) işleyen bir ML alt alanıdır.","İkisi aynı şey. Hepsi zaten ""yapay zeka"" diye geçiyor."
Yapay Zeka,GPT modelleri hangi türe aittir?,"Büyük Dil Modelleri (LLM) kategorisine girer. Metin üretimi, çeviri ve soru-cevap gibi görevlerde kullanılır.",Görüntü tanıma modelidir. Mesela Photoshop'taki otomatik düzenleme aracı gibi.
Yapay Zeka,"YZ etiğinde ""önyargı sorunu"" neden kritiktir?","Eğitim verilerindeki tarihsel/sosyal önyargılar model çıktılarını etkileyerek ayrımcılığa yol açabilir. Örneğin, işe alımda cinsiyet veya ırka dayalı adaletsiz sonuçlar doğurabilir.",Sadece komik kararlar verdiği için önemli. Mesela insanlar yerine köpeklere kredi vermek gibi.
Yapay Zeka,GAN'lar (Generative Adversarial Networks) ne işe yarar?,"Birbirine rakip iki nöral ağdan oluşur: Üretici sahte veri yaratır, Ayırt Edici bunu tespit etmeye çalışır. Sonuçta gerçekçi sahte görüntüler (fotoğraf, sanat eseri) üretmede kullanılır.",Bilgisayarları birbirleriyle savaştırarak oyun yapmak için vardır. Counter-Strike gibi.
Yapay Zeka,AlphaGo kimdir/nedir? Başarısı neydi?,DeepMind'ın geliştirdiği bir YZ programıdır. Geleneksel Çin oyunu Go'da 2016'da dünyanın en iyi oyuncusu Lee Sedol'u 4-1 yenerek tarihi bir zafer kazanmıştır.,Netflix'te yayınlanan bir animasyon serisinin adıdır. Satrançla ilgili değildir.
Yapay Zeka,"""Öğrenme"" kavramı YZ'de nasıl tanımlanır?","Deneyimlerden (veri) otomatik olarak çıkarım yapabilme ve performansı artırma yeteneğidir. Kurallar elle kodlanmaz, veriden öğrenilir.",Bilgisayara yeni bir dil öğretmek gibidir. İnsanlar ona kelimeleri tekrar ettirir.
Yapay Zeka,Evrensel YZ (AGI) neden henüz mevcut değil?,"İnsan gibi genel problem çözme, soyut düşünme ve bilgiyi disiplinler arası aktarma becerisini gerektirir. Mevcut modeller dar alanlarda uzmanlaşmıştır.",Çok pahalı olduğu için. Dünya çapında tüm süper bilgisayarlarla bile yapılamıyor.
Yapay Zeka,YZ'nin tıptaki en önemli katkısı nedir?,"Tıbbi görüntüleri (röntgen, MR) analiz ederek erken teşhis koymada doktorlara yardımcı olmasıdır. Örneğin meme kanseri taramalarında yüksek doğruluk sağlar.",Doktorların reçete yazmasını engellemek. Artık robotlar ilaçları kesiyor.
Mitoloji,Yunan mitolojisinde insanlığa ateşi çalan titan kimdir?,Prometheus'tur. Zeus'un emrine karşı gelerek ateşi çalarak insanlara verir. Bu nedenle Zeus tarafından Kafkas Dağları'na zincirlenir ve her gün karaciğeri bir kartal tarafından yenir; ancak ölümsüz olduğu için sürekli yenilenir.,"Ateş Hırsızıdır. Bir gün ateş topunu çalıp kaçmıştı, sonra da Güneş Tanrısı onu yakalayıp fırına atmış."
Mitoloji,Roma mitolojisinde aşk ve güzellik tanrıçası kimdir?,Venüs'tür (Yunanca Aphrodite). Çıplak haliyle deniz kabuğundan doğduğu söylenir ve savaş arabasını kuzey rüzgarı tanrısı Zephyrus çeker.,Cupid'in kız kardeşi Cupido'dur. Oklarıyla herkesi güldürüyormuş.
Mitoloji,Mısır mitolojisinde güneş tanrısı Ra'nın geceleri yolculuğu hangi suda gerçekleşir?,"Ölüler Diyarı'nı temsilen, ölüm tanrıçası İsis'in sütünden oluşan Duat sularında. Burada canavar Apophis ile mücadele eder.",Nil Nehri'nde yüzüyor. Sabah olduğunda nehrin ağzından yeniden doğuyor.
Mitoloji,Norveç mitolojisinde dünyanın dev aslanı Jörmungandr'ın diğer adı nedir?,Midgard Yılanı'dır. Öyle büyüktür ki kendi kuyruğunu ağzıyla ısırabilir ve Ragnarök'te Thor ile okyanus tabanında dövüşeceği söylenir.,Odin'in köpeğidir. Asgard surlarını korurmuş.
Mitoloji,Yunan mitolojisinde Argos kralı ve Akilles'in babası olan şair kimdir?,"Laertes değil, Peleus'tur. Thetis deniz perisiyle evlenmesi Olimpos tanrılarının öfkesine uğramış ve bu yüzden oğlu Akilles ölümlü olmaktan duyduğu pişmanlıkla büyümüştür.",Agamemnon'dur. Homeros destanlarında şiir yazar diye geçer ama aslında askerdi.
Mitoloji,Roma mitolojisinde üçlü dişi bereket tanrıçalarının adı nedir?,"Moera'lardır (The Fates). Clotho (ipliği çeviren), Lachesis (ömür ipliğini ölçen), Atropos (ipliği kesen) olmak üzere kaderi yönetirler.",Üç Kız Kardeştir. Hepsi aynı anda dans edip altın tohum saçarmış.
Mitoloji,Japon mitolojisinde yaratılışı sağlayan kami (tanrı) hangisidir?,"Izanagi no Mikoto ve Izanami no Mikoto'dur. Onların ""yumuşakça dokunuşumuz"" sözüyle dünyayı yarattıkları inanılır. Ancak Izanami yeraltına inince Izanagi onu aramaya gider.",Amaterasu'dur. İlk ışık huzmesinden doğmuştu zaten.
Mitoloji,Sümer mitolojisinde tufanı önceden bilen ve tanrıların gazabından kurtulmak için gemisini inşa eden kişi kimdir?,Ziusudra'dır (Gılgamış Destanı'nda Utnapiştim). Tanrı Enki ona tufanı bildirip baltanın sapından oyulmuş bir gemi yapmasını öğütler.,"Noah'tır. Sümerlerde Adêmu adında biri var sanırım, onun gemisi tahtadan yapılmamışmış."
Mitoloji,"İskandinav mitolojisinde Loki'nin dev kızıyla ilişkisinden doğan, zehirli ok atan canavar kimdir?","Sleipnir değildir. Vali'dir (Vali). Loki, dev şekline girerek devlerin elmas kavanozunu çalma görevinde iken dokumacı dev Thrymr'in kızı Angrboda ile ilişkiye girmiştir.",Fenrir'dir. Odin bile boğazlayamadığı köpek.
Mitoloji,Antik Yunan'da kurban edilen hayvanların kanının dökülme ritüeline ne denir?,"Spondai'dir. Özellikle Dionysos ve Hermes kültlerinde kullanılırdı. Kan yere akıtılmadan küçük bir kaba toplanır, sonra üzerine şarap/su serpilip temizlenirdi.",Kan Şöleni'dir. Tüm şehrin kana bulanması gerekirmiş.
Mitoloji,"Zeus'un en ünlü silahı nedir ve neden genellikle yanında tasvir edilir?"," Zeus'un en ünlü silahı yıldırımdır. Onun gücünün, otoritesinin ve doğaüstü müdahalesinin sembolüdür. Sık sık elinde parıldayan bir şimşek veya fırlatmak üzere tuttuğu bir yıldırım mızrağıyla resmedilir; Olimpos tanrılarının krallığındaki üstün gücünü vurgular.  "," Bir kaya! Çünkü Zeus hep taşlarla oynardı.  "
Mitoloji,"Antik Yunan mitolojisinde dünyanın ilk varlığı olarak kabul edilen ve kaosun kişileştirilmesi hangi isimle anılır?"," Dünyanın ilk varlığı ve kaosun kişileştirmesi Khaos'tur (Yunanca: Χάος). Khaos, henüz şekillenmemiş, düzensiz boşluk ve potansiyel anlamına gelir; evrenin başlangıçtaki durumunu temsil eder.  "," Gaia (Toprak Ana). Tabii ki, o her şeyi yarattı!  "
Mitoloji,"Norse mitolojisinde Asgard'ın koruyucu kapıları kim tarafından beklenir ve ne özelliğiyle bilinirler?"," Asgard'ın dokuz kapısı Hiðskjálf Kulesi'nde bulunur ve Vingþnir adlı dev bir adam tarafından korunur. Vingþnir, inanılmaz güçte olduğu söylenir; kapıların güvenliğini sağlamak için tek başına tüm düşmanları durdurabilir.  "," Odin tabii ki! Her şeyi o yönetir zaten. Kapıyı beklemeye vakti vardır.  "
Mitoloji,"Mısır mitolojisinde ölüm ve yargılanma tanrısı Osiris'in kalp tartım törenindeki eşyasının adı nedir?"," Ölülerin kalbinin Ma'at'ın tüyüne karşı tartıldığı törende kullanılan hassas teraziye Ma'at-Heru denir (Ma'at'ın Terazisi). Bu terazi, kişinin ahlaki ağırlığını ölçerek öbür dünyadaki kaderini belirlerdi.  "," Kahve fincanı! Mumya olmak yorucudur, biraz enerji lazım.  "
Mitoloji,"Romalıların savaş ve zafer tanrısı Mars'ın Yunan mitolojisindeki karşılığı hangisidir ve neden bu isimle anılır?"," Mars'ın Yunan mitolojisindeki karşılığı Ares'tir. Ares, kan dökme, çatışma ve dehşet dolu savaşla ilişkilendirilir; Romalılar onun sert doğası nedeniyle savaşçı kültürüyle özdeşleştirdiler.  "," Afrodit! Aşk tanrıçası da savaşı sever çünkü sevgilisi Ares'tir. Tamamen uyumlu.  "
Mitoloji,"Yunan mitolojisinde güneşi arabasıyla süren, lir çalan ve kehanette uzman tanrı kimdir?"," Güneş arabasını altın atlarıyla süren, liri icat eden ve Delphi'deki Pythia aracılığıyla kehaneti kontrol eden tanrı Apollon'dur. Işık, sanat ve akıl hüzmesinin simgesidir.  "," Hermes! Haberci tanrı hızlıdır, güneş arabası da hızlı olur. Lir çalmayı o bulmuştu zaten.  "
Mitoloji,"Babil yaratılış mitosu ""Enûma Eliş""te dünyayı su canavarlarından kurtaran ana tanrı kimdir?"," Kaos sularında yaşayan Tiamat adlı tatlı su canavarını öldürerek düzeni getiren ana tanrı Marduk'tur. Zaferi sonrasında insanlığı onun emriyle yaratılmıştır.  "," Enki! Hep kurnazlık yapıp tanrıları kandırırdı, bunu da o yapmıştır.  "
Mitoloji,"İskandinav mitolojisinde Thor'un çekicinin adı nedir ve ne özellik taşır?"," Thor'un kütlesi büyük çekicinin adı Mjölnir'dir. Büyülü özellikleri arasında geri dönme yeteneği (fırlattıktan sonra kendine döner), güçlü elektrik şokları yaratma ve neredeyse yok edilemez olma vardır.  "," Stormbreaker! Marvel'den biliyoruz, çizgi romanlar gerçek mitolojidir. Elektrikli testereyle keskinleşmiştir.  "
Mitoloji,"Yunan mitolojisinde denizler ve depremlerin tanrısı Poseidon'un en ayırt edici özelliği nedir?"," Poseidon, üç dişli bir mızrak taşıması ve özellikle deniz canlılarını kontrol edebilmesi (balinalardan midyeler kadar küçük olanlara kadar) ile bilinir. Depremler de onun öfkesinin tezahürüdür.  "," Saç bandı takması! Denizlerde boğulmamak için gereklidir elbette.  "
Mitoloji,"Yunan mitolojisinde bakire avcı tanrıça Artemis'in ikizi ve aynı anda kardeşi olan savaş tanrısı kimdir?"," Artemis'in ikizi ve kardeşi (bazen aynı gün doğdukları söylenir) Apollon'dur. İkisi çift yumurta ikizi olup Leto'nun çocuklarıdır.  "," Athena! Zekâ tanrıçası da avcılık yapar, mantıklı. İkisi birlikte stratejik avlanırlar."
