question,answer
"Greg'in PPO algoritması CoinRun ortamında olası ödülün %90'ını elde etmiştir. CoinRun'ın maksimum ödülü, 240 olan maksimum ProcGen ödülünün yarısı kadardır. Greg'in PPO algoritması ne kadar ödül aldı?","CoinRun'ın maksimum ödülü 120'dir (240'ın yarısı). Greg'in PPO algoritması bu ödülün %90'ını aldıysa, ödül miktarı 108 olur."
"Lyssa ve Precious İngilizce yeterlilik sınavına girdiler. Lyssa soruların %20'sini yanlış cevapladı. Precious 12 hata yaptı. Sınavda 75 madde varsa Lyssa, Precious'tan kaç tane daha fazla doğru cevap vermiştir?","Lyssa soruların %20'sini yanlış cevapladı, yani 75 sorunun %20'si olan 15 soruyu yanlış cevapladı. Dolayısıyla, Lyssa 75 - 15 = 60 soruyu doğru cevapladı.

Precious 12 soruyu yanlış cevapladı, yani 75 - 12 = 63 soruyu doğru cevapladı.

Precious, Lyssa'dan 63 - 60 = 3 tane daha fazla doğru cevap vermiştir."
"John bir ışın kılıcı oyuncağı alıyor.  Bu oyuncak diğer tüm Star Wars oyuncaklarının toplamından iki kat daha pahalıdır.  Diğer Star Wars oyuncaklarının fiyatı 1000 dolarsa, ışın kılıcını satın aldıktan sonra toplamda ne kadar para harcamıştır?","John'un aldığı ışın kılıcı, diğer oyuncakların toplam fiyatının iki katı kadar pahalıdır. Yani ışın kılıcı 2000 dolardır. Işın kılıcını ve diğer Star Wars oyuncaklarını satın aldıktan sonra toplamda 3000 dolar harcamış olur.

Toplam harcama: 2000 dolar (ışın kılıcı) + 1000 dolar (diğer oyuncaklar) = 3000 dolar."
"Bir derin deniz canavarı, her yüz yılda bir bir gemiyle ziyafet çekmek ve açlığını gidermek için sulardan yükselir. Üç yüz yıl boyunca 847 kişiyi tüketti. Gemiler zaman içinde daha büyük inşa edildi, bu nedenle her yeni gemide bir öncekinin iki katı insan var. Canavarın ilk yüz yılda yediği gemide kaç kişi vardı?",Canavarın ilk yüz yılda yediği gemide 121 kişi vardı.
Emily geçen hafta ne kadar yağmur yağdığını öğrenmek istiyor. Pazartesi sabahı 2 inç yağmur yağdığını ve günün ilerleyen saatlerinde 1 inç daha yağdığını görüyor. Salı günü bunun iki katı yağmur yağmış. Çarşamba günü yağmur yağmamış ama Perşembe günü 1 inç yağmur yağmış. En büyük fırtına ise Pazartesi'den Perşembe'ye kadar yağan toplam yağmura eşit olan Cuma günüydü. Hafta boyunca günlük ortalama yağmur toplamı ne kadardı?,Hafta boyunca toplam 10 inç yağmur yağmış ve bu 5 güne bölünmüş. Bu nedenle günlük ortalama yağmur toplamı 2 inçtir.
"Marilyn internetten bir çift bot satın almak istiyor. Amazon.com'da botların fiyatı 16 dolar ve kargo ücreti 4 dolar. eBay'de aynı çift ayakkabı sadece 13 dolar, ancak kargo ücreti Amazon'dakinin iki katı. Botlar eBay'de ne kadar daha pahalı olur?","eBay'de botların fiyatı 13 dolar ve kargo ücreti 4 doların iki katı, yani 8 dolardır. Toplam maliyet:

13 + 8 = 21 dolar.

Amazon'da toplam maliyet:

16 + 4 = 20 dolar.

Fark:

21 - 20 = 1 dolar.

Botlar eBay'de 1 dolar daha pahalı olur."
"Ludwig haftanın 7 günü çalışıyor ve genellikle Cuma, Cumartesi ve Pazar günlerinin yarısında çalışıyor. Eğer günlük maaşı 10$ ise, her hafta ne kadar kazanıyor?","Ludwig, haftanın 4 buçuk gününde tam olarak çalışıyor. Günlük maaşı 10$ olduğuna göre, haftalık kazancı:

4,5 gün x 10$ = 45$

Ludwig her hafta 45$ kazanıyor."
Joey'in Scrabble sırası gelmeden önce 214 puanı var. 26 puan alıyor. Sonra 225 puanı olan Marcy 10 puan atıyor. Joey şimdi kaç puanla kazanıyor?,"Joey'in toplam puanı 214 + 26 = 240 olur. Marcy'nin puanı ise 225 + 10 = 235 olur. Joey, 240 puanla kazanır."
Betty 1 kg portakal ve 3 kg elma satın aldı. Portakalların toplam maliyeti 12 dolardı. Elmalar portakallardan iki kat daha ucuzdu. Betty 1 kg elma için ne kadar ödedi?,Betty 1 kg elma için 2 dolar ödedi.
"Darnell'in mini bayraklar yapmak için kullandığı 1000 feet kare kumaşı var. Darnell, 4 metreye 4 metre kare bayraklar, 5 metreye 3 metre genişliğinde dikdörtgen bayraklar ve 3 metreye 5 metre uzunluğunda dikdörtgen bayraklar yapıyor. Şimdiden 16 kare bayrak, 20 geniş bayrak ve 10 uzun bayrak yapmıştır. Geriye kaç fit kare kumaş kalmıştır?","İlk olarak, her bayrağın metrekare cinsinden alanını hesaplayalım:

- Kare bayrak (4m x 4m): 16 metrekare
- Geniş dikdörtgen bayrak (5m x 3m): 15 metrekare
- Uzun dikdörtgen bayrak (3m x 5m): 15 metrekare

Şimdi, Darnell tarafından yapılan her tür bayrağın toplam alanını hesaplayalım:

- 16 kare bayrak x 16 metrekare/bayrak = 256 metrekare
- 20 geniş dikdörtgen bayrak x 15 metrekare/bayrak = 300 metrekare
- 10 uzun dikdörtgen bayrak x 15 metrekare/bayrak = 150 metrekare

Toplam kullanılan metrekare:

256 + 300 + 150 = 706 metrekare

1000 feet kare kumaşı metrekareye çevirelim (1 feet kare ≈ 0.092903 metrekare):

1000 feet kare ≈ 1000 x 0.092903 ≈ 92.903 metrekare

Yani, Darnell'in başlangıçtaki kumaşı yaklaşık olarak 92.903 metrekaredir. Ancak, Darnell'in yaptığı bayrakların toplam kumaş miktarı 706 metrekare olduğu için, verme ihtimali olduğunun farkına varabiliriz; bu durumda ilk verilen bilgi yanlıştır. Darnell'in kumaşı metrekare olarak eksiktir.

Bu nedenle ekstra bir kontrol yapmam gerekir:

Darnell'in başlangıçtaki kumaş miktarını metrekare olarak hesaplarken doğru dengeyi kurmalıyız. Sadece bayrakların toplam alanı içinde hesaplama yapalım, yani 706 metrekareyi kullanıyor. Eğer aşırı marjinal hata varsa aşağıdaki netleştirmeye bakalım:

Yanıt: ""Darnell'in başlangıçtaki kumaşı 1000 feet kare içinde işlem yaptıktan sonra zaten 0 fit kare kalmıştır."")"
"Lionel markete gitti ve 14 kutu Graham krakeri ve 15 paket Oreo aldı. Bir Oreo cheesecake yapmak için Lionel'in 2 kutu Graham krakerine ve 3 paket Oreo'ya ihtiyacı vardır. Satın aldığı malzemelerle yapabileceği maksimum sayıda Oreo cheesecake yaptıktan sonra, kaç kutu Graham krakeri kalır?","Lionel, maksimum sayıda Oreo cheesecake yapmak için 2 kutu Graham krakeri ve 3 paket Oreo kullanmalıdır.

Elinde 14 kutu Graham krakeri ve 15 paket Oreo var.

Her bir Oreo cheesecake için 2 kutu Graham krakeri ve 3 paket Oreo kullandığına göre:
14 kutu Graham krakeri / 2 kutu Graham krakeri = 7 cheesecake
15 paket Oreo / 3 paket Oreo = 5 cheesecake

Yapabileceği maksimum sayı, daha küçük olan değerdir, yani 5.

5 cheesecake yapmak için 5 * 2 = 10 kutu Graham krakeri kullanır.

Başlangıçta 14 kutu vardı, 10 kutu kullandığına göre geriye 14 - 10 = 4 kutu Graham krakeri kalır.

Sonuç olarak, Lionel'in 4 kutu Graham krakeri kalır."
"Bay Wells'in 50 sıralı bir çiçek bahçesi vardır. Her sırada 400 çiçek varsa ve Bay Wells çiçeklerin %60'ını keserse, bahçede kaç çiçek kalır?","Bay Wells'in bahçesinde toplam 50 sıra ve her sırada 400 çiçek var. Bu da toplamda 50 * 400 = 20.000 çiçek demektir.

Bay Wells çiçeklerin %60'ını keserse, %40'ı kalacaktır. Bu nedenle bahçede kalan çiçek sayısı:
20.000 * 0.40 = 8.000 çiçek olacaktır."
"Bir kırtasiye dükkanında üç çeşit kurşun kalem vardır. Her biri 0,8 dolar olan silgili kurşun kalem, her biri 0,5 dolar olan normal kurşun kalem ve her biri 0,4 dolar olan kısa kurşun kalem. Bu mağaza 200 adet silgili kalem, 40 adet normal kalem ve 35 adet kısa kalem satabilmiştir. Mağaza bu satışlardan ne kadar para kazanmıştır?","Mağaza toplamda:

- Silgili kurşun kalemlerden: 200 adet * 0,8 dolar = 160 dolar
- Normal kurşun kalemlerden: 40 adet * 0,5 dolar = 20 dolar
- Kısa kurşun kalemlerden: 35 adet * 0,4 dolar = 14 dolar

Toplam kazanç: 160 dolar + 20 dolar + 14 dolar = 194 dolar

Mağaza bu satışlardan toplamda 194 dolar kazanmıştır."
"Dört atlet bir bayrak yarışına katıldı. Atlet 1 55 saniye koştu, atlet 2 atlet 1'den 10 saniye daha fazla koştu, atlet 3 atlet 2'den 15 saniye daha az koştu ve atlet 4 atlet 1'den 25 saniye daha az koşarak yarışı bitirdi. Bayrak yarışını bitirmeleri saniye cinsinden ne kadar sürmüştür?",Bayrak yarışını bitirmeleri toplamda 200 saniye sürmüştür.
"Kathleen Haziran ayında 21 $, Temmuz ayında 46 $ ve Ağustos ayında 45 $ tasarruf etti. Daha sonra Kathleen okul malzemeleri için 12 dolar ve yeni kıyafetler için 54 dolar harcadı. Kathleen'in teyzesi, Kathleen 125 dolardan fazla biriktirirse ona 25 dolar vereceğini söyledi.  Kathleen'in ne kadar parası kaldı?","Toplanan para:
Haziran: 21 $
Temmuz: 46 $
Ağustos: 45 $
Toplam: 21 + 46 + 45 = 112 $

Harcamalar:
Okul malzemeleri: 12 $
Yeni kıyafetler: 54 $
Toplam harcama: 12 + 54 = 66 $

Kalan para:
112 - 66 = 46 $

Kathleen'in 46 doları kalmıştır."
"Bundan 9 yıl sonra, John 11 yıl önceki yaşının 3 katı olacak. Şimdi kaç yaşında?",Şu anda John 19 yaşında.
Bobby 80 kg ağırlığında büyük bir parti çorba yaptı. Her gün parti yarı yarıya azalıyor. Çorbayı yaptıktan sonraki dördüncü günde kaç kg'a ulaşacaktır?,"Bobby'nin yaptığı çorba her gün yarı yarıya azalıyorsa, dördüncü günde çorbanın ağırlığı şu şekilde hesaplanır:

- İlk gün: 80 kg
- İkinci gün: 80 / 2 = 40 kg
- Üçüncü gün: 40 / 2 = 20 kg
- Dördüncü gün: 20 / 2 = 10 kg

Dolayısıyla, dördüncü günün sonunda çorbanın ağırlığı 10 kg olacaktır."
Adam'ın babası bankaya 2000 dolar yatırmıştır. Yıl boyunca ödenen %8 faiz alır ve yatırıldığı anda faizi çeker.  Adam'ın babasının 2 buçuk yıl sonra yatırdığı para ve aldığı faiz dahil ne kadar parası olacaktır?,"Adam'ın babasının 2.5 yıl sonra kazandığı toplam para ve faiz şu şekilde hesaplanabilir:

1. yıl sonu:
2000 dolar + %8 faiz = 2000 x 0.08 = 160 dolar faiz
Toplam: 2000 + 160 = 2160 dolar

2. yıl sonu:
2160 dolar + %8 faiz = 2160 x 0.08 = 172.8 dolar faiz
Toplam: 2160 + 172.8 = 2332.8 dolar

0.5 yıl sonu:
2332.8 dolar + %4 faiz (yarım yıl için): = 2332.8 x 0.04 = 93.312 dolar faiz
Toplam: 2332.8 + 93.312 = 2426.112 dolar

Sonuç olarak, 2.5 yıl sonra Adam'ın babasının toplam parası 2426.112 dolar olacaktır."
Michael okul basketbol takımındaki ilk yılında 260 sayı attı. Son senesinde %20 daha fazla sayı attı. Her iki yıl boyunca kaç sayı atmıştır?,"Michael okul basketbol takımındaki ilk yılında 260 sayı atmış. Son senesinde %20 daha fazla sayı atmıştır. Son senesinde attığı sayı:

260 + (260 * 0.20) = 260 + 52 = 312

Her iki yıl boyunca attığı toplam sayı ise:

260 + 312 = 572

Sonuç olarak, Michael her iki yıl boyunca toplam 572 sayı atmıştır."
"Joe'nun yeni HVAC sisteminin maliyeti 20.000 $'dır.  Her birinde 5 havalandırma deliği bulunan 2 iklimlendirme bölgesi içermektedir.  Dolar cinsinden, havalandırma deliği başına sistemin maliyeti nedir?","Joe'nun HVAC sisteminin toplam maliyeti 20.000 $ ve toplamda 10 havalandırma deliği bulunmaktadır (her biri 5 havalandırma deliği olan 2 bölge). Havalandırma deliği başına maliyet:
20.000 $ ÷ 10 = 2.000 $
Havalandırma deliği başına maliyet 2.000 $'dır."
"Andrew iki arkadaşını yatıya davet eder. Arkadaşlarından biri olan Brian için annesinden 3 donut almasını ister. Diğer arkadaşı Samuel için de aynı şeyi ister. Pijama partisinden bir gün önce Andrew iki arkadaşını daha davet eder ve annesinden onlara da aynı miktarda çörek almasını ister. Her ihtimale karşı, Andrew'in annesi Andrew'in her arkadaşı için bir çörek daha almak ister. Andrew'un annesi Andrew için diğer herkesle aynı miktarda çörek alacaktır. Andrew'in annesinin kaç tane çörek alması gerekir?","Andrew öncelikle iki arkadaşını davet eder: Brian ve Samuel. Her biri için 3 donut alınacaktır, dolayısıyla 2 arkadaş için toplam 6 donut alınır. Daha sonra iki arkadaş daha davet edilir, onların her biri için de 3 donut alınacaktır, bu da 6 donut daha demektir. Böylece, toplamda 4 arkadaş için 12 donut gerekmektedir.

Her ihtimale karşı, Andrew'in annesi her çocuk için bir donut daha alır. Bu durumda:
4 arkadaş × 1 ekstra donut = 4 ekstra donut.

Böylece toplam donut miktarı 12 + 4 = 16 donut olur.

Andrew için de 3 donut alınacaktır ve annesi ekstra olarak 1 donut daha alacaktır. Yani, Andrew için toplam 4 donut alınacaktır.

Sonuç olarak, Andrew'un annesinin alması gereken total donut miktarı:
16 (arkadaşlar için) + 4 (Andrew için) = 20 donut.

Andrew'un annesi toplamda 20 donut almalıdır."
Chantel 5 gün boyunca her gün 2 dostluk bileziği yapar. Okuldaki arkadaşlarına 3 bilezik hediye ediyor. Sonra dört gün boyunca her gün 3 arkadaşlık bileziği yapıyor. Sonra futbol antrenmanındaki arkadaşlarına 6 bilezik veriyor. Chantel'in sonunda kaç bileziği olur?,"Chantel, ilk beş gün boyunca 2 bilezik yapar:
5 gün × 2 bilezik/gün = 10 bilezik.

Sonra 3 bileziği arkadaşlarına hediye eder:
10 bilezik - 3 bilezik = 7 bilezik.

Daha sonra dört gün boyunca 3 bilezik yapar:
4 gün × 3 bilezik/gün = 12 bilezik.

Toplamda kaç bileziği olduğu hesaplanır:
7 bilezik + 12 bilezik = 19 bilezik.

Son olarak 6 bileziğini antrenmandaki arkadaşlarına hediye eder:
19 bilezik - 6 bilezik = 13 bilezik.

Chantel'in sonunda 13 bileziği olur."
"Bir softball oyununda, üç oyuncu ayçiçeği yeme yarışması yapmaktadır. İlk oyuncu 78 çekirdek yiyor. İkincisi 53 çekirdek yiyor. Üçüncü oyuncu ikinciden 30 tohum daha fazla yiyor. Toplamda kaç tane yemişlerdir?","İlk oyuncu 78 çekirdek yemiştir. İkinci oyuncu 53 çekirdek yemiştir. Üçüncü oyuncu 53 + 30 = 83 çekirdek yemiştir. Toplamda, 78 + 53 + 83 = 214 çekirdek yemişlerdir."
Sally öğle yemeğinde 14 patates kızartması yedi. Arkadaşı Mark öğle yemeğinde 36 patates kızartmasının üçte birini ona verdi. Sally bundan sonra öğle yemeğinde kaç patates kızartması yedi?,"Sally başlangıçta 14 patates kızartması yedi. Mark, 36 patates kızartmasının üçte birini ona verdi, yani 36'nın üçte biri 12 patates kızartması eder. Böylece Sally, toplamda 14 + 12 = 26 patates kızartması yedi."
"Ellen ve kız kardeşi Lani, annelerine hediye almak için alışveriş merkezine gittiler. Ellen 100$'a bir çift tayt ve 5$'a bir fotoğraf çerçevesi aldı. Lani ise 30$'a bir güneş gözlüğü ve her biri 100$'a iki bornoz aldı. Toplamda ne kadar harcadılar?",Toplamda 335$ harcadılar.
"Matematik kulübünde erkek sayısı kadın sayısının iki katıdır. Eğer 6 kadın üye varsa, Matematik kulübünde toplam kaç üye vardır?","Matematik kulübünde 6 kadın üye varsa ve erkek sayısı kadın sayısının iki katı ise, erkek sayısı 12 olacaktır. Dolayısıyla toplam üye sayısı 6 (kadınlar) + 12 (erkekler) = 18 üyedir."
Matt'in evi için yeni tabaklar alması gerekiyor.  Haftada sadece bir kez bulaşık yıkamak istiyor.  Haftanın üç günü sadece kendisi ve oğlu yemek yiyor ve 1'er tabak kullanıyorlar.  Geri kalan günlerde anne ve babası da onlara katılıyor ve o gün herkes 2 tabak kullanıyor.  Kaç tabak satın alması gerekiyor?,"Matt, haftada bir kez bulaşık yıkamak istiyorsa, toplamda ihtiyacı olan tabak sayısını şu şekilde hesaplayabiliriz:

- Haftanın üç günü sadece kendisi ve oğlu yemek yiyor ve her biri birer tabak kullanıyor. Toplamda: 3 gün x 2 kişi x 1 tabak = 6 tabak.
- Haftanın geri kalan dört günü dört kişi yemek yiyor ve her biri iki tabak kullanıyor. Toplamda: 4 gün x 4 kişi x 2 tabak = 32 tabak.

Toplam tabak sayısı: 6 + 32 = 38 tabak.

Matt'in haftada bir kez bulaşık yıkamak istiyorsa 38 tabak satın alması gerekiyor."
"Bir eyalet fuarında bilet ücreti 5 dolardır. Bilet alanların üçte ikisi 8 dolara kızarmış panayır yemeği alır, dörtte biri 4 dolara bir gezintiye çıkar ve sekizde biri de bir hediyelik eşya için 15 dolar harcar. Fuar biletlerden 2520 dolar kazandı. Toplamda kaç dolar kazandılar?","Fuar biletlerden 2520 dolar kazandıysa, toplam satılan bilet sayısı 2520 / 5 = 504 adettir.

1. Kızarmış panayır yemeği alanların sayısı: 504 * (2/3) = 336 kişi,
   Harcamaları: 336 * 8 = 2688 dolar.

2. Gezintiye çıkanların sayısı: 504 * (1/4) = 126 kişi,
   Harcamaları: 126 * 4 = 504 dolar.

3. Hediyelik eşya alanların sayısı: 504 * (1/8) = 63 kişi,
   Harcamaları: 63 * 15 = 945 dolar.

Toplam kazanç:
Biletlerden: 2520 dolar,
Yiyeceklerden: 2688 dolar,
Gezintiden: 504 dolar,
Hediyelik eşyalardan: 945 dolar.

Toplam kazanç = 2520 + 2688 + 504 + 945 = 6657 dolar."
"Geçen yıl okul kütüphanesi 50 yeni kitap satın aldı. Bu yıl ise 3 kat daha fazla kitap satın aldı. Geçen yıl yeni kitaplar satın alınmadan önce kütüphanede 100 kitap varsa, şu anda kütüphanede kaç kitap var?","Geçen yıl 50 yeni kitap satın alındı. Bu yıl ise 3 kat daha fazla, yani 150 kitap satın alındı.

Toplamda satın alınan kitap sayısı: 50 (geçen yıl) + 150 (bu yıl) = 200 kitap.

Geçen yıl kitaplar satın alınmadan önce kütüphanede 100 kitap vardı, bu kitaplar da eklenince:

100 (orijinal kitaplar) + 200 (satın alınan yeni kitaplar) = 300 kitap.

Şu anda kütüphanede 300 kitap var."
Dört pug birlikte çalışarak evlerini 45 dakikada temizleyebilir. Birlikte çalışan 15 pug evlerini kaç dakikada temizleyebilir?,15 pug birlikte çalışarak evlerini 12 dakikada temizleyebilir.
"Dr. Harry Susan'ın hafta boyunca kaç şeker tükettiğini öğrenmek ister. Susan ona Salı günü 3, Perşembe günü 5, Cuma günü 2 tane aldığını söyler. Eğer sadece 4 tane kaldıysa, kaç tane yemiştir?","Susan hafta boyunca toplam 10 şeker almış (3 + 5 + 2). Eğer 4 tane kaldıysa, 10 - 4 = 6 tane yemiştir."
"Malachi'nin telefon galerisinde geçen yıl ve bu yıl çektiği selfie'lerin sayısı 10:17 oranında. Galerisinde 2430 fotoğraf varsa, bu yıl geçen yıla göre kaç fotoğraf daha fazla çekmiştir?","Malachi'nin selfie'lerinin sayısının 10:17 oranında olduğunu biliyoruz. Toplam selfie sayısını bulmak için oranların toplamını kullanabiliriz:

10 + 17 = 27 parça

Bu parçaların tamamı 2430 selfie'ye eşitse, bir parçanın selfie sayısını bulabiliriz:

2430 ÷ 27 = 90 selfie (bir parça)

Geçen yıl çektiği selfie sayısı:
10 parça × 90 selfie = 900 selfie

Bu yıl çektiği selfie sayısı:
17 parça × 90 selfie = 1530 selfie

Bu yıl geçen yıla göre kaç fotoğraf daha fazla çekilmiştir:
1530 - 900 = 630 fotoğraf

Bu yıl, geçen yıla göre 630 fotoğraf daha fazla çekmiştir."
"Jenny ve Mark şişe kapaklarını fırlatıyorlar. Jenny'nin şişe kapağı 18 fit düz uçuyor, sonra bir sokak lambasından sekiyor ve zaten gittiği mesafenin 1/3'ü kadar daha uçuyor. Mark'ın şişe kapağı 15 feet ileri uçuyor, sonra bir pencereden sekiyor ve daha önce gittiğinin iki katı kadar uzağa uçuyor. Mark'ın şişe kapağı Jenny'ninkinden ne kadar uzağa gitti?","Öncelikle Jenny'nin şişe kapağının toplam ne kadar uçtuğunu hesaplayalım. İlk olarak 18 fit uçuyor ve sonra bu mesafenin 1/3'ü (18 / 3 = 6 fit) kadar ek olarak uçuyor. Yani toplamda 18 + 6 = 24 fit uçuyor.

Şimdi de Mark'ın şişe kapağının toplam mesafesini hesaplayalım. İlk olarak 15 fit uçuyor ve sonra bu mesafenin iki katı (15 * 2 = 30 fit) kadar daha uçuyor. Yani toplamda 15 + 30 = 45 fit uçuyor.

Son olarak, Mark'ın şişe kapağının Jenny'ninkinden ne kadar fazla uçtuğunu bulalım:
45 - 24 = 21 fit.

Mark'ın şişe kapağı Jenny'ninkinden 21 fit daha uzağa gitti."
